num_individuals,num_neighbors,num_facts,starting_knowledge,investigation_probability,philosophy,truth_mean,truth_total,false_mean,false_total
100,2,1200,15,0.1,skeptical,0.5881428571428571,876,0.41185714285714276,615
100,2,1200,15,0.1,skeptical,0.630952380952381,944,0.36904761904761907,552
100,2,1200,15,0.1,skeptical,0.6084285714285713,908,0.39157142857142857,585
100,2,1200,15,0.1,skeptical,0.6001904761904762,898,0.3998095238095239,598
100,2,1200,15,0.1,skeptical,0.6077142857142855,907,0.39228571428571435,587
100,2,1200,15,0.1,skeptical,0.6145567765567764,915,0.3854432234432233,573
100,2,1200,15,0.1,skeptical,0.5937179487179486,884,0.40628205128205125,604
100,2,1200,15,0.1,skeptical,0.6136556776556776,915,0.3863443223443223,576
100,2,1200,15,0.1,skeptical,0.615095238095238,917,0.384904761904762,575
100,2,1200,15,0.1,skeptical,0.6145128205128204,912,0.38548717948717937,575
100,2,1200,15,0.1,reid,0.5860970095239832,31440,0.41390299047601686,22201
100,2,1200,15,0.1,reid,0.6174168117687767,33566,0.3825831882312234,20802
100,2,1200,15,0.1,reid,0.5399911159627578,29508,0.46000888403724216,25135
100,2,1200,15,0.1,reid,0.5913235037597717,31847,0.40867649624022834,22012
100,2,1200,15,0.1,reid,0.6282314083948912,34181,0.371768591605109,20223
100,2,1200,15,0.1,reid,0.6285012894341717,33537,0.3714987105658284,19825
100,2,1200,15,0.1,reid,0.5978153703591741,32363,0.40218462964082585,21771
100,2,1200,15,0.1,reid,0.5985880733807625,31928,0.4014119266192373,21413
100,2,1200,15,0.1,reid,0.6095983244566504,32515,0.3904016755433496,20828
100,2,1200,15,0.1,reid,0.6615246165139549,35821,0.3384753834860452,18331
100,2,1200,15,0.1,direct,0.9666731316503183,17043,0.03332686834968206,593
100,2,1200,15,0.1,direct,0.9709207031815759,18163,0.029079296818423573,549
100,2,1200,15,0.1,direct,0.9549650820220907,13267,0.04503491797790917,632
100,2,1200,15,0.1,direct,0.9657665083471022,14861,0.03423349165289748,532
100,2,1200,15,0.1,direct,0.9605134628395617,14818,0.039486537160438304,615
100,2,1200,15,0.1,direct,0.9701400546882062,17261,0.029859945311793784,536
100,2,1200,15,0.1,direct,0.9605580617275242,13342,0.039441938272475975,553
100,2,1200,15,0.1,direct,0.9681981528430167,15596,0.031801847156982824,517
100,2,1200,15,0.1,direct,0.962186663147244,14283,0.037813336852756355,566
100,2,1200,15,0.1,direct,0.9719928918974533,19659,0.02800710810254662,571
100,2,1200,15,0.1,indirect,0.6213851013562539,21133,0.37861489864374603,12948
100,2,1200,15,0.1,indirect,0.579751105692748,18828,0.42024889430725204,13721
100,2,1200,15,0.1,indirect,0.6102496107649436,20305,0.3897503892350563,12916
100,2,1200,15,0.1,indirect,0.5772380179508363,19530,0.42276198204916354,14244
100,2,1200,15,0.1,indirect,0.6172420500996352,20435,0.3827579499003647,12668
100,2,1200,15,0.1,indirect,0.6298154590626506,21889,0.37018454093734926,12799
100,2,1200,15,0.1,indirect,0.5902936480346644,20435,0.40970635196533584,14206
100,2,1200,15,0.1,indirect,0.6602113423953239,22939,0.3397886576046762,11774
100,2,1200,15,0.1,indirect,0.623954321892799,20627,0.3760456781072012,12467
100,2,1200,15,0.1,indirect,0.5943367913506854,19660,0.40566320864931477,13416
100,4,1200,15,0.1,skeptical,0.6176190476190474,921,0.38238095238095254,570
100,4,1200,15,0.1,skeptical,0.6329926739926738,943,0.36700732600732594,549
100,4,1200,15,0.1,skeptical,0.5969523809523806,889,0.40304761904761915,599
100,4,1200,15,0.1,skeptical,0.6463333333333331,962,0.3536666666666665,526
100,4,1200,15,0.1,skeptical,0.5602857142857143,838,0.4397142857142857,657
100,4,1200,15,0.1,skeptical,0.6190952380952378,924,0.3809047619047618,569
100,4,1200,15,0.1,skeptical,0.5902380952380952,879,0.4097619047619046,608
100,4,1200,15,0.1,skeptical,0.535952380952381,799,0.464047619047619,694
100,4,1200,15,0.1,skeptical,0.579857142857143,868,0.42014285714285726,627
100,4,1200,15,0.1,skeptical,0.6605238095238093,986,0.33947619047619043,507
100,4,1200,15,0.1,reid,0.6014576962675021,43562,0.3985423037324977,28866
100,4,1200,15,0.1,reid,0.5784235222393127,41947,0.4215764777606874,30572
100,4,1200,15,0.1,reid,0.6061424718425166,44255,0.3938575281574837,28757
100,4,1200,15,0.1,reid,0.6207480593620274,45271,0.3792519406379728,27657
100,4,1200,15,0.1,reid,0.630472598597244,45949,0.36952740140275614,26934
100,4,1200,15,0.1,reid,0.6364569223784102,46625,0.3635430776215899,26632
100,4,1200,15,0.1,reid,0.6014526952151914,44068,0.3985473047848086,29199
100,4,1200,15,0.1,reid,0.5830338599885333,42275,0.41696614001146676,30236
100,4,1200,15,0.1,reid,0.6074218566184932,44091,0.3925781433815068,28496
100,4,1200,15,0.1,reid,0.5912081845987545,43564,0.4087918154012457,30123
100,4,1200,15,0.1,direct,0.953948712763779,13471,0.04605128723622132,656
100,4,1200,15,0.1,direct,0.9492526488234982,10703,0.05074735117650153,577
100,4,1200,15,0.1,direct,0.9603049456341991,14381,0.03969505436580131,600
100,4,1200,15,0.1,direct,0.9661471144046123,16013,0.03385288559538699,566
100,4,1200,15,0.1,direct,0.9428071529856932,10611,0.057192847014306665,650
100,4,1200,15,0.1,direct,0.9590933744564418,13256,0.0409066255435583,570
100,4,1200,15,0.1,direct,0.9646745203023284,15771,0.03532547969767093,583
100,4,1200,15,0.1,direct,0.9433309616341412,9524,0.056669038365858286,577
100,4,1200,15,0.1,direct,0.9540261015732896,11037,0.04597389842671014,536
100,4,1200,15,0.1,direct,0.9597509626123478,14752,0.04024903738765177,624
100,4,1200,15,0.1,indirect,0.6339134616515922,35780,0.3660865383484077,20660
100,4,1200,15,0.1,indirect,0.5722412496561851,32483,0.42775875034381505,24324
100,4,1200,15,0.1,indirect,0.6620261372236415,36737,0.3379738627763588,18772
100,4,1200,15,0.1,indirect,0.6094085280648388,34396,0.39059147193516147,22071
100,4,1200,15,0.1,indirect,0.60474249398315,34857,0.3952575060168499,22820
100,4,1200,15,0.1,indirect,0.5983134068572135,35733,0.4016865931427865,24001
100,4,1200,15,0.1,indirect,0.5948809835470843,35035,0.40511901645291587,23859
100,4,1200,15,0.1,indirect,0.6061057194253029,34033,0.39389428057469705,22121
100,4,1200,15,0.1,indirect,0.5978728884859126,31264,0.40212711151408725,21052
100,4,1200,15,0.1,indirect,0.5912101166618888,33819,0.4087898833381114,23437
100,6,1200,15,0.1,skeptical,0.6290879120879118,935,0.37091208791208785,553
100,6,1200,15,0.1,skeptical,0.619333333333333,928,0.3806666666666668,571
100,6,1200,15,0.1,skeptical,0.5896190476190474,878,0.41038095238095246,610
100,6,1200,15,0.1,skeptical,0.5714468864468862,850,0.4285531135531136,638
100,6,1200,15,0.1,skeptical,0.6047619047619047,898,0.39523809523809517,588
100,6,1200,15,0.1,skeptical,0.5963333333333334,890,0.4036666666666665,603
100,6,1200,15,0.1,skeptical,0.5831208791208793,868,0.41687912087912077,622
100,6,1200,15,0.1,skeptical,0.6236190476190473,932,0.3763809523809525,562
100,6,1200,15,0.1,skeptical,0.5969047619047619,890,0.40309523809523795,601
100,6,1200,15,0.1,skeptical,0.5669999999999998,843,0.43300000000000005,646
100,6,1200,15,0.1,reid,0.6158961447176277,49044,0.3841038552823724,30585
100,6,1200,15,0.1,reid,0.5406909136313189,43748,0.45930908636868106,37163
100,6,1200,15,0.1,reid,0.6632669429864024,53053,0.3367330570135973,26935
100,6,1200,15,0.1,reid,0.5923068166271583,48012,0.40769318337284155,33047
100,6,1200,15,0.1,reid,0.6072794697710306,48799,0.39272053022896947,31557
100,6,1200,15,0.1,reid,0.6071538077773382,47757,0.3928461922226618,30900
100,6,1200,15,0.1,reid,0.5826917666667242,47863,0.41730823333327566,34280
100,6,1200,15,0.1,reid,0.6360978850396115,50692,0.3639021149603886,29000
100,6,1200,15,0.1,reid,0.5964024889227475,47903,0.4035975110772523,32418
100,6,1200,15,0.1,reid,0.6225752221893288,50450,0.37742477781067146,30585
100,6,1200,15,0.1,direct,0.9464859502521559,10842,0.05351404974784409,618
100,6,1200,15,0.1,direct,0.9556780021001147,13202,0.04432199789988494,618
100,6,1200,15,0.1,direct,0.9158456247235083,22990,0.08415437527649136,2118
100,6,1200,15,0.1,direct,0.966400613999088,16282,0.03359938600091185,571
100,6,1200,15,0.1,direct,0.9314893067703727,9483,0.06851069322962697,703
100,6,1200,15,0.1,direct,0.9659025229403215,17209,0.03409747705967776,613
100,6,1200,15,0.1,direct,0.9485138135625083,11903,0.0514861864374914,652
100,6,1200,15,0.1,direct,0.9644973771274086,17482,0.03550262287259139,649
100,6,1200,15,0.1,direct,0.9715086874484772,19227,0.028491312551522784,569
100,6,1200,15,0.1,direct,0.9678517839692475,17069,0.0321482160307528,572
100,6,1200,15,0.1,indirect,0.5957752081129083,42468,0.4042247918870918,28819
100,6,1200,15,0.1,indirect,0.6248905591524343,45017,0.37510944084756576,27046
100,6,1200,15,0.1,indirect,0.6105131692681879,44545,0.389486830731812,28434
100,6,1200,15,0.1,indirect,0.6028955229994579,44329,0.3971044770005424,29190
100,6,1200,15,0.1,indirect,0.5772866668986456,41791,0.42271333310135456,30596
100,6,1200,15,0.1,indirect,0.551535958054666,40825,0.4484640419453338,33173
100,6,1200,15,0.1,indirect,0.5760552742607978,41588,0.42394472573920206,30607
100,6,1200,15,0.1,indirect,0.6198959503255868,43114,0.38010404967441325,26470
100,6,1200,15,0.1,indirect,0.6310936296361127,45071,0.36890637036388724,26352
100,6,1200,15,0.1,indirect,0.534718053540368,38659,0.46528194645963206,33639
100,8,1200,15,0.1,skeptical,0.5814761904761903,867,0.41852380952380963,624
100,8,1200,15,0.1,skeptical,0.6024285714285711,902,0.3975714285714285,595
100,8,1200,15,0.1,skeptical,0.5577142857142858,834,0.4422857142857141,659
100,8,1200,15,0.1,skeptical,0.5868095238095239,876,0.413190476190476,617
100,8,1200,15,0.1,skeptical,0.5783553113553114,862,0.4216446886446887,626
100,8,1200,15,0.1,skeptical,0.6239047619047617,929,0.3760952380952381,561
100,8,1200,15,0.1,skeptical,0.646285714285714,961,0.3537142857142858,525
100,8,1200,15,0.1,skeptical,0.5723809523809524,854,0.42761904761904745,638
100,8,1200,15,0.1,skeptical,0.6036190476190477,900,0.39638095238095233,591
100,8,1200,15,0.1,skeptical,0.6245714285714284,933,0.3754285714285713,562
100,8,1200,15,0.1,reid,0.6199455895567908,51539,0.3800544104432093,31596
100,8,1200,15,0.1,reid,0.610059957029196,51504,0.38994004297080387,32921
100,8,1200,15,0.1,reid,0.5977405372991499,49488,0.40225946270084983,33303
100,8,1200,15,0.1,reid,0.5923040966984591,49552,0.4076959033015406,34108
100,8,1200,15,0.1,reid,0.5386746886940829,46405,0.46132531130591714,39741
100,8,1200,15,0.1,reid,0.5960574552996183,49746,0.40394254470038143,33712
100,8,1200,15,0.1,reid,0.6013156387189735,49819,0.39868436128102647,33031
100,8,1200,15,0.1,reid,0.6047222697635377,51208,0.3952777302364624,33472
100,8,1200,15,0.1,reid,0.575910080977046,47966,0.4240899190229538,35321
100,8,1200,15,0.1,reid,0.6545878493658732,55038,0.34541215063412645,29042
100,8,1200,15,0.1,direct,0.9734898458525647,19247,0.026510154147435204,529
100,8,1200,15,0.1,direct,0.898120306616769,23904,0.10187969338323122,2718
100,8,1200,15,0.1,direct,0.9284966997966503,23208,0.07150330020335002,1794
100,8,1200,15,0.1,direct,0.9661389108470033,14671,0.03386108915299724,519
100,8,1200,15,0.1,direct,0.9696940831770329,17473,0.030305916822966843,551
100,8,1200,15,0.1,direct,0.9653554383747206,18435,0.034644561625279714,668
100,8,1200,15,0.1,direct,0.9642934519817501,14077,0.03570654801824994,526
100,8,1200,15,0.1,direct,0.9725984364931736,20010,0.0274015635068264,569
100,8,1200,15,0.1,direct,0.937295134047959,21929,0.06270486595204074,1473
100,8,1200,15,0.1,direct,0.961435894863138,14785,0.03856410513686198,598
100,8,1200,15,0.1,indirect,0.5868899823732829,47859,0.41311001762671706,33690
100,8,1200,15,0.1,indirect,0.6312489477719916,48421,0.36875105222800847,28284
100,8,1200,15,0.1,indirect,0.6130519313557105,49269,0.38694806864428927,31097
100,8,1200,15,0.1,indirect,0.590435414813235,46084,0.409564585186765,31970
100,8,1200,15,0.1,indirect,0.6051462529367319,48436,0.3948537470632684,31604
100,8,1200,15,0.1,indirect,0.6062542294593285,48478,0.39374577054067134,31514
100,8,1200,15,0.1,indirect,0.6122130376121142,49280,0.38778696238788624,31221
100,8,1200,15,0.1,indirect,0.5658259518714231,45990,0.4341740481285769,35297
100,8,1200,15,0.1,indirect,0.5870620748297661,45242,0.4129379251702339,31825
100,8,1200,15,0.1,indirect,0.6013509664630752,47186,0.3986490335369247,31278